Term,Log Likelihood,% Frequency in Patent-Cited Corpus,% Frequency in Non-Patent-Cited Corpus,Corpus,Rank,Year,Term Type
D002675,7645.168947182627,0.0009753061402376536,0.0029823383750466398,Non-Patent-Cited,15,2010-2015,MESH
D016896,6903.907064194071,0.0030877635082129694,0.005946204396637173,Non-Patent-Cited,16,2010-2015,MESH
D005500,6488.278159427393,0.0009523446471074872,0.002736494440987677,Non-Patent-Cited,17,2010-2015,MESH
D015995,6258.112378692133,0.0003604731494318368,0.0016565775675018472,Non-Patent-Cited,18,2010-2015,MESH
D000369,5952.797606075133,0.0024604465988121104,0.004849639314599027,Non-Patent-Cited,19,2010-2015,MESH
D003937,5633.682278123755,0.00028846769039257686,0.0014194618204508948,Non-Patent-Cited,20,2010-2015,MESH
D007223,5574.5000375742065,0.0007795761308368171,0.002287916427747941,Non-Patent-Cited,21,2010-2015,MESH
D012959,5421.892800983082,4.213322525826664e-05,0.0008058333290808437,Non-Patent-Cited,22,2010-2015,MESH
D011247,5250.941508398161,0.0008854665117769053,0.002399027633786424,Non-Patent-Cited,23,2010-2015,MESH
D006113,5078.889301613455,9.496695216942639e-05,0.000911125743780653,Non-Patent-Cited,24,2010-2015,MESH
D007722,4956.438891513939,2.3630274483472293e-05,0.0006867097397307742,Non-Patent-Cited,25,2010-2015,MESH
D011183,4709.289553715445,0.00022872322283059034,0.001161333771343621,Non-Patent-Cited,26,2010-2015,MESH
D014057,4592.541554037797,0.0006284315449897018,0.0018621517710264968,Non-Patent-Cited,27,2010-2015,MESH
D007231,4341.291220583385,0.000550184126652921,0.0016874263977735458,Non-Patent-Cited,28,2010-2015,MESH
D000367,4319.507154370803,0.00048776453367771114,0.001578070065313393,Non-Patent-Cited,29,2010-2015,MESH
D011446,4153.098615836885,0.001181959578409152,0.0026266762996911214,Non-Patent-Cited,30,2010-2015,MESH
synthesis,2299.3834310372245,0.00834559713865241,0.00196617672016139,Patent-Cited,1,1970-1975,Title
acid,1519.7904859290302,0.011694081704886273,0.0046694105202177896,Patent-Cited,2,1970-1975,Title
derivatives,1507.9664152865396,0.0036046273355563423,0.0005391155442642572,Patent-Cited,3,1970-1975,Title
properties,864.9097333223945,0.0048667126171271025,0.001613199590144585,Patent-Cited,4,1970-1975,Title
analogs,788.4732239760863,0.0012155138689666735,8.963992185695637e-05,Patent-Cited,5,1970-1975,Title
purification,759.92800069322,0.00249157057431866,0.0005328949802919773,Patent-Cited,6,1970-1975,Title
peptide,663.3150787852169,0.0017277994076116316,0.0002875814574877088,Patent-Cited,7,1970-1975,Title
compounds,567.1994992854719,0.002109684990965146,0.0005081722260431727,Patent-Cited,8,1970-1975,Title
isolation,514.7469817602788,0.0029200275702762615,0.0009731195075610157,Patent-Cited,9,1970-1975,Title
escherichia,481.08472901923017,0.0025893705407872432,0.0008330770673645608,Patent-Cited,10,1970-1975,Title
characterization,430.23101660428756,0.0022819992176002684,0.000726848974914858,Patent-Cited,11,1970-1975,Title
coli,415.4292232370419,0.0028268847450680875,0.0010541463408409691,Patent-Cited,12,1970-1975,Title
related,414.5861602476439,0.001867513645423893,0.0005277909278019015,Patent-Cited,13,1970-1975,Title
amino,400.6827753354629,0.0024356848791937556,0.000848548726475103,Patent-Cited,14,1970-1975,Title
human,387.1262885456372,0.0073815688977478065,0.0042559822685216495,Patent-Cited,15,1970-1975,Title
inhibitor,386.9579554092145,0.0018488850803822581,0.0005464526197187412,Patent-Cited,16,1970-1975,Title
substituted,385.80054688808383,0.0006380283526759933,5.391155442642572e-05,Patent-Cited,17,1970-1975,Title
nucleosides,381.43692301364854,0.0006240569288947672,5.167853146201756e-05,Patent-Cited,18,1970-1975,Title
novel,358.799825415927,0.0006799426240196718,7.273274798358026e-05,Patent-Cited,19,1970-1975,Title
sequence,355.7448546424588,0.0013272852592164826,0.0003205982970328867,Patent-Cited,20,1970-1975,Title
protein,335.2866794758862,0.005062312550064269,0.0027061048295820675,Patent-Cited,21,1970-1975,Title
agents,331.4935395893614,0.00205845643710065,0.0007266894732745431,Patent-Cited,22,1970-1975,Title
optical,323.14314389626054,0.000950056817123377,0.00018151286667832093,Patent-Cited,23,1970-1975,Title
inhibition,306.01059621731144,0.0027383990611203218,0.0011806311416106604,Patent-Cited,24,1970-1975,Title
preparation,288.41185872782916,0.0018721707866843017,0.0006789984828203974,Patent-Cited,25,1970-1975,Title
esters,281.8652369046894,0.0007125426128425327,0.00011436267610576107,Patent-Cited,26,1970-1975,Title
syntheses,271.8319268012083,0.0004750284085616885,4.434145600753358e-05,Patent-Cited,27,1970-1975,Title
biological,265.3053191068606,0.001997913600715337,0.0007885761097167123,Patent-Cited,28,1970-1975,Title
antitumor,264.96894169932307,0.0005262569624261843,6.061062331965022e-05,Patent-Cited,29,1970-1975,Title
affinity,260.88085691089805,0.0007917140142694808,0.00015647110914888648,Patent-Cited,30,1970-1975,Title
case,1707.249494019485,0.0004657141260408711,0.005686711982146025,Non-Patent-Cited,1,1970-1975,Title
health,856.5353967817921,0.00011177139024980906,0.0024912561200779388,Non-Patent-Cited,2,1970-1975,Title
children,837.8730981254046,0.00047037126730127977,0.0033929188927778933,Non-Patent-Cited,3,1970-1975,Title
patient,787.4301115530021,0.001709170842569997,0.005623868335861966,Non-Patent-Cited,4,1970-1975,Title
disease,756.2220927807946,0.0020677707196214675,0.006115611892952707,Non-Patent-Cited,5,1970-1975,Title
treatment,666.9260296091728,0.002444999161714573,0.006385807671646095,Non-Patent-Cited,6,1970-1975,Title
medical,608.6221218860933,0.00019094279167675715,0.002094416038974545,Non-Patent-Cited,7,1970-1975,Title
diagnosis,592.6587197217214,0.0005541998099886366,0.002878685604402756,Non-Patent-Cited,8,1970-1975,Title
syndrome,523.6384083921073,0.00045174270225964495,0.0024650978510663,Non-Patent-Cited,9,1970-1975,Title
author,498.6155995121982,0.0005541998099886366,0.0025984412223695307,Non-Patent-Cited,10,1970-1975,Title
transl,487.9167931858949,0.0005541998099886366,0.0025660623893856123,Non-Patent-Cited,11,1970-1975,Title
care,487.4550113887096,0.00010245710772899163,0.0015374363109950224,Non-Patent-Cited,12,1970-1975,Title
study,469.3144240233263,0.00310631322069261,0.0065435547939175,Non-Patent-Cited,13,1970-1975,Title
report,464.3839174696344,0.0006147426463739499,0.0026105633470334608,Non-Patent-Cited,14,1970-1975,Title
hospital,440.36667087940896,7.451426016653937e-05,0.0013348692277951387,Non-Patent-Cited,15,1970-1975,Title
education,419.40300185075074,9.31428252081742e-06,0.001047128268667115,Non-Patent-Cited,16,1970-1975,Title
chronic,399.7020703053186,0.0006193997876343585,0.002415333339288061,Non-Patent-Cited,17,1970-1975,Title
problems,398.9465322627987,0.000176971367895531,0.0015042599698095295,Non-Patent-Cited,18,1970-1975,Title
therapy,384.40109616318887,0.0008615711331756115,0.002791916712071467,Non-Patent-Cited,19,1970-1975,Title
surgical,366.74905510219537,0.0003446284532702446,0.001784823355123384,Non-Patent-Cited,20,1970-1975,Title
clinical,362.8712504977535,0.0017603993964344926,0.004128540457910069,Non-Patent-Cited,21,1970-1975,Title
surgery,349.50937172027506,0.00037257130083269684,0.0017899274076134599,Non-Patent-Cited,22,1970-1975,Title
pulmonary,326.01325531991705,0.00044242841973882754,0.0018532495588184628,Non-Patent-Cited,23,1970-1975,Title
acute,323.01978421781246,0.0008010282967902982,0.002476103464248026,Non-Patent-Cited,24,1970-1975,Title
dental,299.61696245694213,0.000353942735791062,0.001602353478603174,Non-Patent-Cited,25,1970-1975,Title
congenital,295.3706648344307,8.382854268735679e-05,0.0009927382093197447,Non-Patent-Cited,26,1970-1975,Title
proceedings,282.55974743208697,0.00020957135671839197,0.001257670433882742,Non-Patent-Cited,27,1970-1975,Title
editorial,277.5499222842722,4.1914271343678394e-05,0.000825580490269762,Non-Patent-Cited,28,1970-1975,Title
results,274.698818858301,0.0004284569959576014,0.0016650376232469175,Non-Patent-Cited,29,1970-1975,Title
following,266.67658504531425,0.0006799426240196718,0.0020752758421367606,Non-Patent-Cited,30,1970-1975,Title
synthesis,2508.2413748572967,0.005960747631000863,0.0016342244403450951,Patent-Cited,1,1975-1980,Title
purification,1559.2140418175206,0.002699253413871426,0.0005538818638410355,Patent-Cited,2,1975-1980,Title
acid,1538.311328647966,0.007903712530755318,0.0034906109851416717,Patent-Cited,3,1975-1980,Title
human,1515.632951627891,0.009217266265800583,0.0043877650378037385,Patent-Cited,4,1975-1980,Title
derivatives,1397.7363999699803,0.0022191097190537436,0.00041487186134139446,Patent-Cited,5,1975-1980,Title
characterization,1235.572877737742,0.0032664697994591544,0.0009725622184015983,Patent-Cited,6,1975-1980,Title
properties,1211.5534761458093,0.004027733895905842,0.0014030489019415825,Patent-Cited,7,1975-1980,Title
isolation,901.4552666204731,0.0026146685142662386,0.0008321557683882622,Patent-Cited,8,1975-1980,Title
protein,864.5781514534942,0.0056074812855909624,0.002741226469383333,Patent-Cited,9,1975-1980,Title
analogues,836.2490156497797,0.0008906292370193277,9.711657708879033e-05,Patent-Cited,10,1975-1980,Title
sequence,802.0756131556284,0.0016518933334660156,0.00040090738620444423,Patent-Cited,11,1975-1980,Title
inhibitor,788.9231664309455,0.0019006724499518613,0.000526841561984941,Patent-Cited,12,1975-1980,Title
dna,786.1670772850014,0.0032863721287780217,0.0013083443705582654,Patent-Cited,13,1975-1980,Title
optical,750.8106371222933,0.000957799598470506,0.0001367249065681401,Patent-Cited,14,1975-1980,Title
escherichia,708.320782130379,0.002246475421867187,0.0007592865981281764,Patent-Cited,15,1975-1980,Title
antitumor,681.0661885774764,0.0007488251406223956,8.594499697923013e-05,Patent-Cited,16,1975-1980,Title
cell,677.2885016805508,0.010719892129375092,0.0069187626814889835,Patent-Cited,17,1975-1980,Title
coli,668.6963845751679,0.0024902789560233155,0.0009292723454770525,Patent-Cited,18,1975-1980,Title
peptide,622.8154385968749,0.0012538467470886623,0.00029807806928690153,Patent-Cited,19,1975-1980,Title
assay,562.1626552581846,0.0015598450603662526,0.00048113964335492196,Patent-Cited,20,1975-1980,Title
virus,544.8299688622487,0.0033187134139211817,0.0015809055352767397,Patent-Cited,21,1975-1980,Title
compounds,528.2429222579884,0.0013309682731992745,0.0003821188196565475,Patent-Cited,22,1975-1980,Title
analogs,498.08710370536755,0.0006741914056766419,0.00010409881465726544,Patent-Cited,23,1975-1980,Title
agents,477.515896624354,0.0016941857832686092,0.0006143099562518384,Patent-Cited,24,1975-1980,Title
affinity,449.1415240795624,0.000925458313327346,0.00022470109993092663,Patent-Cited,25,1975-1980,Title
chromatography,443.50880147723024,0.0014976502812447912,0.000526841561984941,Patent-Cited,26,1975-1980,Title
novel,442.78398912847854,0.0006468257028631988,0.00010981155448601782,Patent-Cited,27,1975-1980,Title
amino,433.7690717683022,0.0016916979921037508,0.0006482055459024358,Patent-Cited,28,1975-1980,Title
inhibition,430.42141881454575,0.0024629132532098725,0.0011421671164285575,Patent-Cited,29,1975-1980,Title
gene,409.43687661495676,0.0014702845784313483,0.000536997543902723,Patent-Cited,30,1975-1980,Title
author,3662.044772803407,0.0015200404017285173,0.00891517482697698,Non-Patent-Cited,1,1975-1980,Title
transl,3643.7988676637433,0.0015175526105636588,0.0088816600866483,Non-Patent-Cited,2,1975-1980,Title
case,2613.7781172519713,0.0004303878715205131,0.004819902068405362,Non-Patent-Cited,3,1975-1980,Title
health,1682.5133807341674,0.00014180409639693206,0.002713297519109432,Non-Patent-Cited,4,1975-1980,Title
children,1293.0862574933412,0.0004652169478285315,0.0029920792227525477,Non-Patent-Cited,5,1975-1980,Title
care,1153.8944088049955,0.00011195060241863057,0.0019062778059676805,Non-Patent-Cited,6,1975-1980,Title
nursing,1107.6014577342237,1.9902329318867657e-05,0.0015204774428659367,Non-Patent-Cited,7,1975-1980,Title
patient,1104.4875387390562,0.0024853033736935985,0.0061752178553333694,Non-Patent-Cited,8,1975-1980,Title
medical,1038.7623915371446,0.00015673084338608279,0.0018768254584061125,Non-Patent-Cited,9,1975-1980,Title
proceedings,952.831158936073,0.0002736570281344303,0.0020474459546248503,Non-Patent-Cited,10,1975-1980,Title
diagnosis,937.7629161204414,0.0005796553414120205,0.002672292742116387,Non-Patent-Cited,11,1975-1980,Title
treatment,906.2438664888225,0.002530083614661051,0.005802747218498715,Non-Patent-Cited,12,1975-1980,Title
hospital,851.4965258807819,5.22436144620276e-05,0.0013094869185240159,Non-Patent-Cited,13,1975-1980,Title
report,838.8838330748409,0.0005249239357851344,0.002403032271521192,Non-Patent-Cited,14,1975-1980,Title
disease,837.7622964665593,0.002328572530307516,0.005349028726321804,Non-Patent-Cited,15,1975-1980,Title
syndrome,815.8913743141325,0.0005398506827742852,0.002394145787343133,Non-Patent-Cited,16,1975-1980,Title
education,725.7969065836377,9.951164659433829e-06,0.0009822104012234911,Non-Patent-Cited,17,1975-1980,Title
surgical,673.5864921503095,0.0002438035341561288,0.0015618630691808986,Non-Patent-Cited,18,1975-1980,Title
study,667.0381380666572,0.0029853493978301486,0.005866349055258824,Non-Patent-Cited,19,1975-1980,Title
letter,649.4125274143026,0.0004677047389933899,0.0019783852775839324,Non-Patent-Cited,20,1975-1980,Title
surgery,558.3218523665462,0.0003084861044424487,0.0015183192967084082,Non-Patent-Cited,21,1975-1980,Title
problems,539.8014260512701,0.00020399887551839348,0.0012706402876884997,Non-Patent-Cited,22,1975-1980,Title
child,497.7226967106862,2.2390120483726116e-05,0.0007368164881350837,Non-Patent-Cited,23,1975-1980,Title
acute,455.8750049028288,0.000985165301283949,0.002486565222794949,Non-Patent-Cited,24,1975-1980,Title
practice,448.98476753505696,9.702385542947982e-05,0.0008876328196141464,Non-Patent-Cited,25,1975-1980,Title
clinical,445.6311540823451,0.0018434532531601167,0.003710107144339735,Non-Patent-Cited,26,1975-1980,Title
results,436.5868805156055,0.00037814425705848546,0.001448496921023657,Non-Patent-Cited,27,1975-1980,Title
chronic,410.36819946273215,0.0008757024900301769,0.0022212401951928946,Non-Patent-Cited,28,1975-1980,Title
year,409.3254110712113,0.000174145381540092,0.0010055691596343897,Non-Patent-Cited,29,1975-1980,Title
medicine,397.9412270665183,9.951164659433828e-05,0.0008199685900869238,Non-Patent-Cited,30,1975-1980,Title
gene,5377.452863124473,0.004950363068719964,0.0009073500744091718,Patent-Cited,1,1980-1985,Title
human,5023.611118789087,0.012218753288665942,0.004858417827165975,Patent-Cited,2,1980-1985,Title
sequence,4163.382979111995,0.0032932262251376856,0.0004997968699655272,Patent-Cited,3,1980-1985,Title
monoclonal,3759.449414902428,0.002884905461816396,0.0004201612755488552,Patent-Cited,4,1980-1985,Title
protein,2547.4662277990838,0.0066411758515452345,0.002739615313741612,Patent-Cited,5,1980-1985,Title
characterization,2534.079429175253,0.0038951836391061846,0.001153692386772517,Patent-Cited,6,1980-1985,Title
antibodies,2333.7248897353406,0.003252534465219069,0.000892047971016523,Patent-Cited,7,1980-1985,Title
cell,2110.6318156933694,0.013251482092117725,0.0077330580391539875,Patent-Cited,8,1980-1985,Title
cloning,2076.122140912892,0.001136562949451012,9.40756074773405e-05,Patent-Cited,9,1980-1985,Title
dna,2045.4271032269803,0.0037745115234854598,0.001272014284836801,Patent-Cited,10,1980-1985,Title
synthesis,2027.6737737714611,0.003788543164836707,0.001287208626937952,Patent-Cited,11,1980-1985,Title
purification,2010.8761547547329,0.002165082260497422,0.0004699469922207124,Patent-Cited,12,1980-1985,Title
coli,1963.309553014285,0.002760023853790297,0.0007623033760535014,Patent-Cited,13,1980-1985,Title
escherichia,1900.1220202530903,0.002454134072333111,0.0006313734068840068,Patent-Cited,14,1980-1985,Title
virus,1862.6934399463285,0.003900796295646683,0.001423742183265318,Patent-Cited,15,1980-1985,Title
expression,1561.0600862758913,0.0018479671659592382,0.0004396660693099075,Patent-Cited,16,1980-1985,Title
acid,1441.6624670055257,0.005752972954011296,0.002875933347485983,Patent-Cited,17,1980-1985,Title
antibody,1317.500042001305,0.002020556354579577,0.000597428600062286,Patent-Cited,18,1980-1985,Title
cdna,1305.2441167481504,0.0005809099519416284,2.9311071287327164e-05,Patent-Cited,19,1980-1985,Title
isolation,1289.5542663343742,0.002207177184551163,0.0007068063109322753,Patent-Cited,20,1980-1985,Title
inhibitor,1255.7628966559585,0.0019419791630125934,0.0005778160450097363,Patent-Cited,21,1980-1985,Title
derivatives,1225.8055496027184,0.001299329989125478,0.00027759308689762784,Patent-Cited,22,1980-1985,Title
nucleotide,1060.868324282625,0.001074823727505525,0.00021907870561447106,Patent-Cited,23,1980-1985,Title
peptide,1039.8139280232185,0.001432630581962325,0.00038923378488906515,Patent-Cited,24,1980-1985,Title
properties,1029.9443181835245,0.002684252990493563,0.0011071395088455857,Patent-Cited,25,1980-1985,Title
antigen,980.0472525210178,0.0018423545094187392,0.0006284638520135736,Patent-Cited,26,1980-1985,Title
novel,931.633780007722,0.0008755744203178166,0.00016433596953372768,Patent-Cited,27,1980-1985,Title
analogues,875.3362624899214,0.0006426491738871154,8.79332138619815e-05,Patent-Cited,28,1980-1985,Title
growth,872.4389359729444,0.002938225698951135,0.0013692149697675697,Patent-Cited,29,1980-1985,Title
cloned,851.9083172590516,0.0005991510856982495,7.694156212923381e-05,Patent-Cited,30,1980-1985,Title
case,4815.469072449283,0.0004083207633212895,0.004958528066967177,Non-Patent-Cited,1,1980-1985,Title
author,4669.732046724861,0.0004125302557266636,0.004853891852923079,Non-Patent-Cited,2,1980-1985,Title
transl,4639.038875695682,0.00041393341986178836,0.004833201684955554,Non-Patent-Cited,3,1980-1985,Title
health,2818.669108162059,0.00011646262321535062,0.00253713184701776,Non-Patent-Cited,4,1980-1985,Title
care,2178.8779623440973,0.00010383414599922826,0.002005760918643458,Non-Patent-Cited,5,1980-1985,Title
nursing,2041.5050505487682,1.4031641351247062e-05,0.0015687888816209884,Non-Patent-Cited,6,1980-1985,Title
children,1996.9117498824187,0.0004588346721857789,0.0027511457719318474,Non-Patent-Cited,7,1980-1985,Title
patient,1902.5854715754053,0.0030224155470586172,0.006957823308120783,Non-Patent-Cited,8,1980-1985,Title
report,1633.1182182619616,0.0004476093591047813,0.002403615606852325,Non-Patent-Cited,9,1980-1985,Title
diagnosis,1544.0998894503632,0.0005654751464552566,0.0025588996279002603,Non-Patent-Cited,10,1980-1985,Title
medical,1481.9565488233852,0.00015013856245834356,0.0015919575592929565,Non-Patent-Cited,11,1980-1985,Title
hospital,1379.316875624963,7.015820675623532e-05,0.0012836525043185337,Non-Patent-Cited,12,1980-1985,Title
study,1194.4661088231392,0.00281755358333041,0.005686240068449973,Non-Patent-Cited,13,1980-1985,Title
treatment,1178.9183089172966,0.0027305574069526784,0.005541947699134785,Non-Patent-Cited,14,1980-1985,Title
disease,1133.6457388885087,0.0023952011786578737,0.005004757661019616,Non-Patent-Cited,15,1980-1985,Title
syndrome,1085.1027044397001,0.0007436769916160943,0.0024268920458157908,Non-Patent-Cited,16,1980-1985,Title
education,1060.7496296000384,9.822148945872944e-06,0.0008270679122435147,Non-Patent-Cited,17,1980-1985,Title
surgical,1049.674301253562,0.00024134423124144946,0.001446479815771296,Non-Patent-Cited,18,1980-1985,Title
management,928.0930999331792,0.00030308345318693654,0.001465338041783363,Non-Patent-Cited,19,1980-1985,Title
clinical,866.7006942044366,0.0018156943908513698,0.0038042968737371724,Non-Patent-Cited,20,1980-1985,Title
practice,849.0237884502405,5.7529729540112956e-05,0.0008333180671503712,Non-Patent-Cited,21,1980-1985,Title
problems,846.8603961491552,0.00010523731013435297,0.0009597220620769696,Non-Patent-Cited,22,1980-1985,Title
acute,819.2844180074617,0.001021503490370786,0.002574417253875904,Non-Patent-Cited,23,1980-1985,Title
surgery,789.5378465891279,0.00037745115234854594,0.0014756831257671256,Non-Patent-Cited,24,1980-1985,Title
dental,766.0252075706196,0.0001557512189988424,0.001010800914246797,Non-Patent-Cited,25,1980-1985,Title
medicine,658.653849234573,0.00010243098186410355,0.0007966792280412122,Non-Patent-Cited,26,1980-1985,Title
child,649.4422129765844,3.9288595783491776e-05,0.0006235068326046874,Non-Patent-Cited,27,1980-1985,Title
chronic,628.022549381652,0.0009443294629389273,0.002217511856436097,Non-Patent-Cited,28,1980-1985,Title
research,613.5409922281262,0.00017258918862033887,0.0009121993325265605,Non-Patent-Cited,29,1980-1985,Title
year,590.0293002890864,0.000176798681025713,0.0008994835001298523,Non-Patent-Cited,30,1980-1985,Title
gene,13193.449895793836,0.00775146960521425,0.0015917100667255102,Patent-Cited,1,1985-1990,Title
human,10547.10549841508,0.013596238300137516,0.005193924907813103,Patent-Cited,2,1985-1990,Title
sequence,8504.753701414813,0.004160630947446031,0.0006886599747135733,Patent-Cited,3,1985-1990,Title
protein,8207.245310865195,0.008572123466723366,0.0028729299874592023,Patent-Cited,4,1985-1990,Title
expression,5958.7313725165895,0.004204225793770373,0.0010355930267907422,Patent-Cited,5,1985-1990,Title
characterization,5009.586123541399,0.004223346340403856,0.0012107238073226856,Patent-Cited,6,1985-1990,Title
cloning,4956.8627350294355,0.0017147306220908088,0.0001646331752661399,Patent-Cited,7,1985-1990,Title
monoclonal,4628.692681866299,0.003162538413178187,0.0007560836182906861,Patent-Cited,8,1985-1990,Title
cell,4364.951241986364,0.013785149300876333,0.007756706134817586,Patent-Cited,9,1985-1990,Title
virus,3973.3763521796036,0.004069617145470649,0.0013459978263982853,Patent-Cited,10,1985-1990,Title
cdna,3972.1888427048143,0.0013001971710768845,0.00011171841701574761,Patent-Cited,11,1985-1990,Title
receptor,3518.404999803337,0.004868091172884923,0.0019350585706631362,Patent-Cited,12,1985-1990,Title
dna,3359.9599417841137,0.0037644532212002505,0.0013209059894214864,Patent-Cited,13,1985-1990,Title
coli,3228.4113936173103,0.0024657856938540444,0.0006516196439382986,Patent-Cited,14,1985-1990,Title
escherichia,3206.9196323226156,0.0022501059278283494,0.0005514229887996526,Patent-Cited,15,1985-1990,Title
synthesis,2994.427927300765,0.0029828052748234407,0.00096782799767653,Patent-Cited,16,1985-1990,Title
antibodies,2754.199162212036,0.0031028823076817177,0.001092604411486326,Patent-Cited,17,1985-1990,Title
purification,2663.7042256202963,0.001750677249761758,0.0004032616656985542,Patent-Cited,18,1985-1990,Title
growth,2528.2404721749253,0.004001547999455447,0.0017065009535751515,Patent-Cited,19,1985-1990,Title
factor,2496.7740869695326,0.0052443835306318805,0.0025436636369269225,Patent-Cited,20,1985-1990,Title
nucleotide,2387.231177443893,0.0012864303775007764,0.00023973799342798702,Patent-Cited,21,1985-1990,Title
inhibitor,2376.65833472858,0.0020741968988003006,0.0006109094186392065,Patent-Cited,22,1985-1990,Title
novel,2287.166338567645,0.0013973295479749813,0.0002990537304989913,Patent-Cited,23,1985-1990,Title
antibody,2197.421509684178,0.002213394478292061,0.0007237373386505269,Patent-Cited,24,1985-1990,Title
encoding,2181.314205053077,0.0008413040518732782,9.823368830032505e-05,Patent-Cited,25,1985-1990,Title
peptide,2068.7775233251064,0.0019548846878073628,0.0006109947650234813,Patent-Cited,26,1985-1990,Title
recombinant,2066.8609025013484,0.0011870035350066616,0.000237775026589666,Patent-Cited,27,1985-1990,Title
acid,1882.9622766850634,0.004553749386230453,0.002335247766527797,Patent-Cited,28,1985-1990,Title
molecular,1797.2552219594563,0.00199312578107433,0.0006948049143813607,Patent-Cited,29,1985-1990,Title
isolation,1704.301370370957,0.0017200843751481842,0.0005632007898295786,Patent-Cited,30,1985-1990,Title
case,8317.315708558759,0.0003961777262457801,0.004770436149041415,Non-Patent-Cited,1,1985-1990,Title
health,4802.807617876765,0.0001185473891275983,0.002426995129623235,Non-Patent-Cited,2,1985-1990,Title
care,3951.9202617647716,0.0001116639923395442,0.0020420829365437685,Non-Patent-Cited,3,1985-1990,Title
patient,3945.5270149742446,0.003282615446036464,0.007737247159202926,Non-Patent-Cited,4,1985-1990,Title
children,3271.7251941312143,0.0004367132851087653,0.0025486137272148625,Non-Patent-Cited,5,1985-1990,Title
nursing,3148.2124639077383,2.600394342153769e-05,0.0014038626749366175,Non-Patent-Cited,6,1985-1990,Title
report,3026.592793959264,0.0003541125236521162,0.002248535840104573,Non-Patent-Cited,7,1985-1990,Title
diagnosis,2470.0320788038553,0.0005537310305056849,0.002377152841206736,Non-Patent-Cited,8,1985-1990,Title
study,2265.9167836697807,0.0026967618971865262,0.005622363756872731,Non-Patent-Cited,9,1985-1990,Title
medical,2225.259811224768,0.0001606125917212622,0.001419310370490361,Non-Patent-Cited,10,1985-1990,Title
hospital,2060.1404310048547,6.11857492271475e-05,0.0010738282069458643,Non-Patent-Cited,11,1985-1990,Title
treatment,1977.9477223809781,0.0026577559820542196,0.005334319709945193,Non-Patent-Cited,12,1985-1990,Title
education,1652.5866929706067,6.118574922714751e-06,0.0007029981672717441,Non-Patent-Cited,13,1985-1990,Title
surgical,1649.4180988202247,0.00021950387535239166,0.0012834389267248375,Non-Patent-Cited,14,1985-1990,Title
syndrome,1643.0052183762027,0.0009032546229657651,0.0025057698423088994,Non-Patent-Cited,15,1985-1990,Title
management,1514.6058293555595,0.0003609959204401703,0.0014985118150973998,Non-Patent-Cited,16,1985-1990,Title
surgery,1363.5894036941077,0.0003770571796122965,0.0014460237887683816,Non-Patent-Cited,17,1985-1990,Title
practice,1302.9237460017016,7.418772093791635e-05,0.0007800659522719122,Non-Patent-Cited,18,1985-1990,Title
clinical,1283.2502923558209,0.0017912128086247433,0.0035537380948194915,Non-Patent-Cited,19,1985-1990,Title
acute,1270.2368422003956,0.0010783988301284748,0.002523180504700964,Non-Patent-Cited,20,1985-1990,Title
research,1262.39169451821,0.0001659663447786376,0.0009778988710209596,Non-Patent-Cited,21,1985-1990,Title
disease,1213.7554374549854,0.0026432243666127723,0.004636271632961388,Non-Patent-Cited,22,1985-1990,Title
problems,1171.3167022140276,7.648218653393438e-05,0.0007267244621001458,Non-Patent-Cited,23,1985-1990,Title
dental,1163.0147867283542,0.00013919757949176057,0.0008709598515246022,Non-Patent-Cited,24,1985-1990,Title
changes,1120.4762239443512,0.0009246696351952666,0.0021859769404311254,Non-Patent-Cited,25,1985-1990,Title
child,1092.622653523084,3.059287461357375e-05,0.0005637128681352276,Non-Patent-Cited,26,1985-1990,Title
year,1089.0959196089693,0.0001590829479905835,0.0008776168694980387,Non-Patent-Cited,27,1985-1990,Title
medicine,1053.5176133813213,9.483791130207864e-05,0.0007175923989827394,Non-Patent-Cited,28,1985-1990,Title
apropos,1001.7807452423039,4.588931192036063e-06,0.00043040181589794894,Non-Patent-Cited,29,1985-1990,Title
pregnancy,901.379160299847,0.00022179834094840972,0.000904927712465983,Non-Patent-Cited,30,1985-1990,Title
gene,17378.894739530966,0.009132281819697887,0.0026370199505689703,Patent-Cited,1,1990-1995,Title
protein,15200.577965303619,0.010176334799132809,0.0035048625818701893,Patent-Cited,2,1990-1995,Title
human,13564.275286382544,0.012835839236028825,0.005408524525148661,Patent-Cited,3,1990-1995,Title
expression,9526.287997662152,0.006054102921943983,0.002013211952415017,Patent-Cited,4,1990-1995,Title
cell,8167.398566508982,0.01431743774740852,0.007813534523707913,Patent-Cited,5,1990-1995,Title
cloning,8094.693983168705,0.002115315410204422,0.0002773053766628087,Patent-Cited,6,1990-1995,Title
receptor,7741.442731690717,0.006388076993970034,0.002500248424010618,Patent-Cited,7,1990-1995,Title
sequence,6930.394549788127,0.003179556047081128,0.0008181947147026367,Patent-Cited,8,1990-1995,Title
characterization,6668.433534973612,0.004027437659636096,0.0012922474815116839,Patent-Cited,9,1990-1995,Title
novel,5074.675457203135,0.002152618690259894,0.0005149219284667211,Patent-Cited,10,1990-1995,Title
virus,4779.251746971217,0.00394054296021276,0.0015415936302534486,Patent-Cited,11,1990-1995,Title
peptide,4427.956435369281,0.002364589093398636,0.0006916035930337408,Patent-Cited,12,1990-1995,Title
